identifier.ppn	type	date.issued	title	part	title.alternative	identifier.isbn	relation.issn	relation.journalzdbid	relation.serieszdbid	contributor.author	contributor.editor	contributor.other	identifier	identifier.pi	rights.license	publisher	language.iso	subject.jel	description.version	relation.ispartofseries	relation.seriesppn	relation.ispartofjournal	relation.journalppn	relation.ispartofbook	relation.bookppn	econstor.citation.volume	econstor.citation.issue	econstor.citation.articlenumber	econstor.citation.startpage	econstor.citation.endpage	url	collection_handle	identifier.packageid	filepath	description.abstract	subject.ddc	subject.keyword
1822051460	m	2022	"A comparison of pension-relevant preferences, traits, skills, and attitudes between the self-employed and employees in the Netherlands"							"Bokern, Paul|Linde, Jona|Riedl, Arno|Schmeets, Hans|Werner, Peter"						"[Tilburg] : Netspar, Network for Studies on Pensions, Aging and Retirement"	eng			"Netspar industry seriesDesign paper"	(DE-627)1777398665|(DE-600)3100833-1										https://www.netspar.nl//assets/uploads/Netspar-Design-Paper-216-WEB.pdf|https://www.netspar.nl/en/publication/a-comparison-of-pension-relevant-preferences-traits-skills-and-attitudes-between-the-dutch-self-employed-and-employees/	11159/17					
1822048710	m	2022	"Gospodarcze koszty suszy dla polskiego rolnictwa"			9788366698963				"Markiewicz, Jan|Ogórek, Szymon"						"Warszawa : Polski Instytut Ekonomiczny"	pol			"Working paper / Polski Instytut Ekonomiczny"	(DE-627)176524949X|(DE-600)3078534-0										https://pie.net.pl/wp-content/uploads/2022/11/PIE_Gospodarcze-koszty-suszy-dla-polskiego-rolnictwa.pdf|https://pie.net.pl/65-mld-zl-rocznie-moga-byc-warte-plony-ktore-tracimy-w-polsce-w-wyniku-susz/	11159/17					
1821592573	m	2022	"Regulatory quality and trade performance : an econometric analysis"						2151597-9	"Riker, David A."						"Washington, DC : U.S. International Trade Commission"	eng			"Economics working paper series / U.S. International Trade Commission"	(DE-627)390563358|(DE-576)281254176|(DE-600)2151597-9										https://www.usitc.gov/publications/332/working_papers/ecwp_2022-10-a_regulatory_quality.pdf	11159/17					
1821592328	m	2022	"Disentangling the effects of investor-state dispute settlement provisions on foreign direct investment"						2151597-9	"Ahmad, Saad|Liebman, Ben|Wickramarachi, Heather"						"Washington, DC : U.S. International Trade Commission"	eng			"Economics working paper series / U.S. International Trade Commission"	(DE-627)390563358|(DE-576)281254176|(DE-600)2151597-9										https://www.usitc.gov/publications/332/working_papers/alw_isds_itcwp.pdf	11159/17					
1821591356	m	2022	"Migration and firm-level productivity"			9781988519838				"Fabling, Richard|Maré, David C.|Stevens, Philip"					https://creativecommons.org/licenses/by/4.0/	"Wellington, New Zealand : Productivity Commission"	eng			"Working paper$nNew Zealand Productivity Commission"	(DE-627)1777512042|(DE-600)3101018-0										https://www.productivity.govt.nz/assets/Documents/migration-and-firm-level-productivity/Migration-firm-level-productivity-FINAL-WP.pdf|https://www.productivity.govt.nz/research/migration-and-firm-level-productivity/	11159/17					
1821589300	m	2022	"Five myths about carbon pricing"							"Metcalf, Gilbert E."						"Cambridge, MA, USA : MIT Center for Energy and Environmental Policy Research"	eng			"Working paper series / MIT Center for Energy and Environmental Policy Research"	(DE-627)1757631569|(DE-600)3063811-2										https://ceepr.mit.edu/wp-content/uploads/2022/11/2022-016.pdf|https://ceepr.mit.edu/workingpaper/five-myths-about-carbon-pricing/	11159/17					
1821588711	m	2022	"Zoeken naar pensioeninformatie als de finishlijn in zicht komt"							"Dalen, Hendrik P. van|Henkens, Kène"						"[Tilburg] : Netspar, Network for Studies on Pensions, Aging and Retirement"	dut			"Netspar academic seriesDP"	(DE-627)1745936882|(DE-600)3051979-2										https://www.netspar.nl//assets/uploads/P20220701_DP029_VanDalen.pdf|https://www.netspar.nl/publicatie/zoeken-naar-pensioeninformatie-als-de-finishlijn-in-zicht-komt/	11159/17					
1821588533	m	2022	"Trust in pension funds, or the importance of being financially sound"							"Dalen, Hendrik P. van|Henkens, Kène"						"[Tilburg] : Netspar, Network for Studies on Pensions, Aging and Retirement"	eng			"Netspar academic seriesDP"	(DE-627)1745936882|(DE-600)3051979-2										https://www.netspar.nl//assets/uploads/P20220907_DP030_VanDalen.pdf|https://www.netspar.nl/publicatie/trust-in-pension-funds-or-the-importance-of-being-financially-sound/	11159/17					
1821588304	m	2022	"Trust and distrust in pension providers in times of decline and reform"							"Dalen, Hendrik P. van|Henkens, Kène"						"[Tilburg] : Netspar, Network for Studies on Pensions, Aging and Retirement"	eng			"Netspar academic seriesDP"	(DE-627)1745936882|(DE-600)3051979-2										https://www.netspar.nl//assets/uploads/P20220725_DP031_VanDalen.pdf|https://www.netspar.nl/publicatie/trust-and-distrust-in-pension-providers-in-times-of-decline-and-reform-analysis-of-survey-data-2004-2021/	11159/17					
1821588029	m	2022	"Hoe de tevredenheid in het pensioenstelsel langzaam afbrokkelt"							"Dalen, Hendrik P. van|Henkens, Kène|Soest, Arthur van"						"[Tilburg] : Netspar, Network for Studies on Pensions, Aging and Retirement"	dut			"Netspar academic seriesDP"	(DE-627)1745936882|(DE-600)3051979-2										https://www.netspar.nl//assets/uploads/P20220415_DP032_VanDalen.pdf|https://www.netspar.nl/publicatie/hoe-de-tevredenheid-in-het-pensioenstelsel-langzaam-afbrokkelt-2/	11159/17			Illustrationen		
182158774X	m	2022	"Investing towards an exogenous reference level using a lower partial moments criterion"							"Kamma, Thijs|Pelsser, Antoon André Jean"						"[Tilburg] : Netspar, Network for Studies on Pensions, Aging and Retirement"	eng			"Netspar academic seriesDP"	(DE-627)1745936882|(DE-600)3051979-2										https://www.netspar.nl//assets/uploads/P20221102_DP033_Kamma.pdf|https://www.netspar.nl/publicatie/investing-towards-an-exogenous-reference-level-using-a-lower-partial-moments-criterion/	11159/17			Illustrationen		
1821587510	m	2022	"Dual formulation of the optimal consumption problem with multiplicative habit formation"							"Kamma, Thijs|Pelsser, Antoon André Jean"						"[Tilburg] : Netspar, Network for Studies on Pensions, Aging and Retirement"	eng			"Netspar academic seriesDP"	(DE-627)1745936882|(DE-600)3051979-2										https://www.netspar.nl//assets/uploads/P20221102_DP034_Kamma.pdf|https://www.netspar.nl/publicatie/dual-formulation-of-the-optimal-consumption-problem-with-multiplicative-habit-formation/	11159/17					
1821586859	m	2022	"Deep reinforcement learning for option pricing and hedging under dynamic expectile risk measures"							"Marzban, Saeed|Delage, Erick|Li, Jonathan Yumeng"						"Montréal (Québec), Canada : GERAD, HÉC Montréal"	eng		"Revised: August 2022"	"Les cahiers du GERAD"	(DE-627)1700394924|(DE-600)3026340-2										https://www.gerad.ca/fr/papers/G-2021-81.pdf|https://www.gerad.ca/fr/papers/G-2021-81	11159/17					
1821585720	m	2022	"The load planning and sequencing problem for double-stack trains"							"Ruf, Mortiz|Cordeau, Jean-François|Frejinger, Emma"						"Montréal (Québec) : Bureau de Montreal, Université de Montreal"	eng			CIRRELT	(DE-627)1685877397|(DE-600)3003614-8										https://www.cirrelt.ca/documentstravail/cirrelt-2022-31.pdf	11159/17					
1821585488	m	2022	"A review of heterogeneous vehicle routing problems involving electric vehicles"							"Potvin, Jean-Yves"						"Montréal (Québec) : Bureau de Montreal, Université de Montreal"	eng			CIRRELT	(DE-627)1685877397|(DE-600)3003614-8										https://www.cirrelt.ca/documentstravail/cirrelt-2022-30.pdf	11159/17					
1820831477	m	2022	"The public institutional integrity of the Amazon Fund"							"Cássia Borges Ramos Dias, Lucilla Idalina de"						"[Oxford] : [Blavatnik School of Government, University of Oxford]"	eng			"BSG working paper series"	(DE-627)1787931064|(DE-600)3108116-2										https://www.bsg.ox.ac.uk/sites/default/files/2022-11/BSG-WP-2022-048.pdf|https://www.bsg.ox.ac.uk/research/publications/public-institutional-integrity-amazon-fund	11159/17					
1820825167	m	2022	"Unpaid care for elderly parents and labor supply among older working-age men and women across Europe"							"Labbas, Elisa|Stanfors, Maria"						"Lund, Sweden : Centre for Economic Demography, Lund University School of Economics and Management"	eng			"Lund papers in economic demography"	(DE-627)1763511367|(DE-600)3076813-5										https://www.ed.lu.se/media/ed/papers/working_papers/LPED%202022%205.pdf	11159/17					
1820822907	m	2022	"Is development the price for 1.5°c and net zero 2050?"							"Doyle, Peter"						"London : National Institute of Economic and Social Research"	eng			"NIESR policy paper"	(DE-627)1691877751|(DE-600)3010858-5										https://www.niesr.ac.uk/wp-content/uploads/2022/11/Is-Development-the-Price-for-1_5c-and-Net-Zero-2050v2.pdf|https://www.niesr.ac.uk/publications/development-price-net-zero	11159/17					
1820821455	m	2022	"Beyond the energy price guarantee : with or without?"							"Fetzer, Thiemo"						"[London] : National Institute of Economic and Social Research"	eng			"[NIESR policy paper]"	(DE-627)1691877751|(DE-600)3010858-5										https://www.niesr.ac.uk/wp-content/uploads/2022/10/PP36-Beyond-the-Energy-Price-Guarantee.pdf|https://www.niesr.ac.uk/publications/beyond-energy-price-guarantee-with-without	11159/17					
1820819809	m	2022	"Portfolio capital flows and the US dollar exchange rate : viewed from the lens of time and frequency dynamics of connectedness"							"Goswami, Mangal|Pontines, Victor|Mohammed, Yassier"						"Kuala Lumpur, Malaysia : [The South East Asian Central Banks (SEACEN) Research and Training Centre]"	eng			"Working paper / The South East Asian Central Banks (SEACEN) Research and Training Centre"	(DE-627)1687917965|(DE-600)3005870-3										https://www.seacen.org/download.php?id=702001-100482|https://seacen.org/publication-working.php?pid=702001-100482	11159/17					
1820817725	m	2022	"Which financial inclusion indicators and dimensions matter for income inequality? : a bayesian model averaging approach"							"Mercado, Rogelio V.|Pontines, Victor"						"Kuala Lumpur, Malaysia : [The South East Asian Central Banks (SEACEN) Research and Training Centre]"	eng			"Working paper / The South East Asian Central Banks (SEACEN) Research and Training Centre"	(DE-627)1687917965|(DE-600)3005870-3										https://www.seacen.org/download.php?id=702001-100481|https://seacen.org/publication-working.php?pid=702001-100481	11159/17					
1820816761	m	2022	"The effect of unemployment on interregional migration in the Netherlands"						2435220-2	"Biesenbeek, Cindy"						"Amsterdam, The Netherlands : De Nederlandsche Bank NV"	eng			"DNB working paper"	(DE-627)571607012|(DE-576)283869348|(DE-600)2435220-2										https://www.dnb.nl/media/r2dft0yw/working_paper_no_753.pdf|https://www.dnb.nl/en/publications/research-publications/working-paper-2022/753-the-effect-of-unemployment-on-interregional-migration-in-the-netherlands/	11159/17					
1820815501	m	2022	"Effectiveness of central bank swap lines in alleviating the mispricing of FX swaps at the start of the Covid-19 pandemic"						2435220-2	"Schellekens, Kai|Duijm, Patty"						"Amsterdam, The Netherlands : De Nederlandsche Bank NV"	eng			"DNB working paper"	(DE-627)571607012|(DE-576)283869348|(DE-600)2435220-2										https://www.dnb.nl/media/f3gfvsmx/working_-paper_-no-_752.pdf|https://www.dnb.nl/en/publications/research-publications/working-paper-2022/752-effectiveness-of-central-bank-swap-lines-in-alleviating-the-mispricing-of-fx-swaps-at-the-start-of-the-covid-19-pandemic/	11159/17					
1820809390	m	2022	"Northern Ireland labour market observer : post-crisis and pre-crisis"							"Mac Flynn, Paul"						"Dublin, Ireland : Nevin Economic Research Institute"	eng			"NERI report series"	(DE-627)1744642265|(DE-600)3050535-5										https://www.nerinstitute.net/sites/default/files/research/2022/Northern%20Ireland%20Labour%20Market%20Observer%20Post-crisis%20and%20Pre-crisis.pdf|https://www.nerinstitute.net/research/northern-ireland-labour-market-observer-post-crisis-and-pre-crisis	11159/17					
1817399446	m	2022	"Évaluation de l'impact macroéconomique de la transition écologique : revue des modèles macroenvironnementaux, usages et limites"						2265578-5	"Gantois, Tristan|Girard, Pierre-Louis|Le Gall, Claire"						"[Paris] : Direction générale du Trésor"	fre			"Documents de travail / Direction générale du Trésor"	(DE-627)522298702|(DE-576)281330743|(DE-600)2265578-5										https://www.tresor.economie.gouv.fr/Articles/b3bfe7d3-17d5-4146-81dc-a842ae11da50/files/f2f31b61-2836-440e-b055-092bcfcde1c8|https://www.tresor.economie.gouv.fr/Articles/2022/09/20/evaluation-de-l-impact-macroeconomique-de-la-transition-ecologique-revue-des-modeles-macro-environnementaux-usages-et-limites	11159/17					
1811676731	m	2022	"Beyond global food supply chains : crisis, disruption, regeneration"			9789811931550					"Stead, Victoria C.|Hinkson, Melinda"			10.1007/978-981-19-3155-0	https://creativecommons.org/licenses/by/4.0/	"Singapore : Springer Nature Singapore : Singapore : Imprint: Palgrave Macmillan"	eng		"1st ed. 2022."	"Springer eBook Collection|Palgrave Pivot"											https://link.springer.com/content/pdf/10.1007/978-981-19-3155-0.pdf|https://doi.org/10.1007/978-981-19-3155-0	11159/17			"Part1 Foundations -- Chapter 1. Introduction: Beyond Global Supply Chains -- Chapter 2: Supply Chains As Disruption -- Chapter 3: Agri-Investment Cashing In On Covid-19 -- Part2 Production -- Chapter 4: Putting The Crisis To Work -- Chapter 5: Going Against The Grain In The West Australian Wheatbelt -- Chapter 6: Reviving Community Agrarianism In Post-Socialist China -- Part3 Distribution -- Chapter 7: Fantasies Of Logistics In Aotearoa New Zealand -- Chapter 8: Reproducing Hunger In Pandemic America -- Chapter 9: The Pandemic Supermarket -- Part4 Food Politics -- Chapter 10: Disruption As Reprieve? -- Chapter 11: The Un Food Systems Summit: Disaster Capitalism And The Future Of Food -- Chapter 12: Against Consumer Ethics -- Chapter 13. Afterword: Temporary Measures. .""Through a set of incisive essays, this incredibly timely book shows how much the COVID-19 pandemic has exposed both vulnerabilities and opportunities - for (racial) capitalism and its discontents alike to intervene in food supply chains. A most welcome publication!"" - Julie Guthman Professor of Social Sciences, University of California, Santa Cruz, USA This open access book takes the upheaval of the global COVID-19 pandemic as a springboard from which to interrogate a larger set of structural, environmental and political fault lines running through the global food system. In a context in which disruptions to the production, distribution, and consumption of food are figured as exceptions to the smooth, just-in-time efficiencies of global supply chains, these essays reveal the global food system as one that is inherently disruptive of human lives and flourishing, and of relationships between people, places, and environments. The pandemic thus represents a particular, acute moment of disruption, offering a lens on a deeper, longer set of systemic processes, and shining new light on transformational possibilities. Victoria Stead is an anthropologist and Australian Research Council DECRA Senior Research Fellow in the Alfred Deakin Institute for Citizenship and Globalisation, Deakin University. Her research sits at the intersection of attention to race and labour relations, land and landscape, and the reverberations of (post)coloniality in Australia and across Australia-Pacific relations. Melinda Hinkson is an associate professor of anthropology at Deakin University and director of the independent Institute of Postcolonial Studies, Melbourne. Her latest research explores creative responses to disruption and visions of agricultural futures in regional Australia. Melinda has published widely on Aboriginal visual production, placemaking, the politics of representation, and the governance of Indigenous difference."		
1810202442	m	2022	"Parliaments' contributions to security sector governance/reform and the sustainable development goals : testing parliaments' resolve in security sector governance during Covid-19"			9781914481215|1914481216				"Janse van Rensburg, Wilhelm|Van Zyl-Gous, Nicolette|Heinecken, Lindy"				10.5334/bcr	https://creativecommons.org/licenses/by-nc/4.0/	"London : Geneva, Swizerland : Ubiquity Press"	eng			"SSR paper"											https://www.jstor.org/stable/10.2307/j.ctv2bz2mqr|https://library.oapen.org/bitstream/handle/20.500.12657/53155/9781914481215.pdf|https://doi.org/10.5334/bcr	11159/17					
1809277841	m	2022	"How carbon credits are certified could change the market structure"							"Crespi, John M.|Marette, Stéphan"						"Ames, Iowa : Center for Agricultural and Rural Development"	eng			"CARD policy brief"	(DE-627)1805831402|(DE-600)3120997-X										https://www.card.iastate.edu/products/publications/pdf/22pb37.pdf|https://www.card.iastate.edu/products/publications/synopsis/?p=1344	11159/17					
1805714163	c	2022	"Monetary bulletin"	"Vol. 24 (2022)"				2429578-4									eng						(DE-627)56849296X|(DE-576)281530866|(DE-600)2429578-4								https://www.cb.is/library/Skraarsafn---EN/Monetary-Bulletin/2022/February-2022/Monetary_Bulletin_2022_1.pdf|https://www.cb.is/library/Skraarsafn---EN/Monetary-Bulletin/2022/May-2022/Monetary_Bulletin_2022_2.pdf|https://www.cb.is/library/Skraarsafn---EN/Monetary-Bulletin/2022/August-2022/Monetary%20Bulletin_2022_3.pdf|https://www.cb.is/library/Skraarsafn---EN/Monetary-Bulletin/2022/November-2022/Monetary_Bulletin_2022_4%20-%20Copy%20(2).pdf	11159/17					
1797599291	m	2022	"Squaring the circle : how to guarantee fiscal space and debt sustainability with a European debt agency"							"Amato, Massimo|Saraceno, Francesco"						"Rome, Italy : Luiss SEP"	eng			"Working paper / Luiss School of European Political Economy"	(DE-627)1693255049|(DE-600)3012286-7										https://sep.luiss.it/wp-content/uploads/2022/06/WP1.22-Squaring-the-circle-How-to-guarantee-fiscal-space-and-debt-sustainability-with-a-European-Debt-Agency.pdf|https://sep.luiss.it/publication-research/publications/m-amato-f-saraceno-squaring-the-circle-how-to-guarantee-fiscal-space-and-debt-sustainability-with-a-european-debt-agency/	11159/17					
1797598767	m	2022	"Heterogeneity, bubbles and monetary policy"							"Bonchi, Jacopo|Nisticò, Salvatore"				11159/12930		"Rome, Italy : Luiss SEP"	eng			"Working paper / Luiss School of European Political Economy"	(DE-627)1693255049|(DE-600)3012286-7										https://sep.luiss.it/wp-content/uploads/2022/06/WP2.22-Heterogeneity-Bubbles-and-Monetary-Policy.pdf|https://sep.luiss.it/publication-research/publications/j-bonchi-s-nistico-heterogeneity-bubbles-and-monetary-policy-8/|https://hdl.handle.net/11159/12930	11159/17					
1797598430	m	2022	"Mercati del gas e transizione energetica"							"Macchiati, Alfredo|Vitelli, Rebecca"						"Rome, Italy : Luiss School of European Political Economy"	ita			"Working paper / Luiss School of European Political Economy"	(DE-627)1693255049|(DE-600)3012286-7										https://sep.luiss.it/wp-content/uploads/2022/06/WP3.22-Mercati-del-gas-e-transizione-energetica.pdf|https://sep.luiss.it/publication-research/publications/a-macchiati-r-vitelli-mercati-del-gas-e-transizione-energetica/	11159/17					
1796266280	m	2022	"Revisiting migrant networks : migrants and their descendants in labour markets"			9783030949723					"Keskiner, Elif|Eve, Michael|Ryan, Louise"			10.1007/978-3-030-94972-3	https://creativecommons.org/licenses/by/4.0/	"Cham : Springer International Publishing : Cham : Imprint: Springer"	eng		"1st ed. 2022."	"IMISCOE Research Series|Springer eBook Collection"											https://doi.org/10.1007/978-3-030-94972-3|https://link.springer.com/content/pdf/10.1007/978-3-030-94972-3.pdf	11159/17			"Chapter 1. Introduction: Revisiting Networks: setting the conceptual and methodological scene -- Chapter 2. The direct and indirect role of migrants’ networks in accessing diverse labour market sectors: an analysis of the weak/ strong ties continuum -- Chapter 3. Are “weak ties” really weak? Social capital reliance among second generation Turkish lawyers in Paris -- Chapter 4. Context matters: the varying roles of social ties for professional careers of immigrants’ descendants -- Chapter 5. Access to employment of the second generations in France: unequal role of family and personal networks by Origins and Gender -- Chapter 6. Social capital, immigrants and their descendants - the case of Sweden -- Chapter 7.Activating Social Capital: Steep mobility of descendants of immigrants at the top of the corporate business sector -- Chapter 8. Reciprocity within Migrant Networks: The Role of Social Support for Employment -- Chapter 9. Networks in Migration Processes -- Chapter 10. Early-career academics’ transnational moves: The gendered role of vertical social ties in obtaining academic positions abroad -- Chapter 11: Epilogue. Where Did Weak and Strong Ties Go Wrong?.This open access book provides new conceptualisations on the networks of migrants and their descendants in accessing the labour market. Although references to social networks are common in discussions of migration, simplified ideas of co-ethnic networks often obscure the reality, for example confounding ties with co-ethnics and ‘strong ties’. This open access book addresses key questions about the role of networks in migration contexts, particularly in relation to how migrants and their descendants, access the labour market and develop their employment trajectories over time. Rather than adopting a narrow essentializing ethnic lens, the research presented in this book explores intersectional identities of class, generation and gender. By focusing on the kinds of capital circulating between ties, including the dark side of social capital, the book offers insights into power dynamics and the potentially exclusionary dimension of networks. Taking a long term view, across generations, the research in this book shows how migrants and their descendants mobilize resources to tackle discrimination and enhance their position within particular labour markets. Drawing on robust quantitative and rich qualitative data, this book provides a primary source to students, scholars and policy-makers focusing on issues of migration, social networks, social mobility as well as labour market inequalities."		
1796265829	m	2022	"The governance of insurance undertakings : corporate law and insurance regulation"			9783030858179					"Marano, Pierpaolo|Noussia, Kyriaki"			10.1007/978-3-030-85817-9	https://creativecommons.org/licenses/by/4.0/	"Cham : Springer Nature Switzerland"	eng			"AIDA Europe research series on insurance law and regulation|Springer eBook Collection"											https://doi.org/10.1007/978-3-030-85817-9|https://library.oapen.org/bitstream/handle/20.500.12657/54011/978-3-030-85817-9.pdf	11159/17			"Introduction -- Part I – The System of Governance of Insurance Undertakings -- Corporate Governance and the so-called “Four-Eyes Principle” -- The Risk Management System, the Risk Culture, and the Duties of the Insurers' Directors -- Role and Significance of the Compliance Function in an Insurance Undertaking -- Insurance Outsourcing: A Legal Analysis -- Remuneration Policies of Insurance Undertakings in Europe: Principles for a deeply Heterogeneus Reality -- Corporate Governance Standards for Insurers in Singapore -- Part II – Insurance Business and Corporate Law -- Recovery and Resolution of Insurance Companies and Director’s Duties -- Restructuring, Winding-Up & Portfolio Transfer of Insurance Companies in Distress -- Insurance in M&A Transactions -- The Algorithmic Future of Insurance Supervision in the EU: A Reality Check -- Financial Reporting in Insurance and International Financial Reporting Standards -- Recent Directions in the Regulation of Insurance Claims Handling in the United Kingdom and Australia: A Model for other Jurisdictions to Consider? -- Business Registration Data as the Best Vehicle to Achieve KYC and AML for Business -- The Influence of Public and Corporate Insurance Law on the Application of Private International Law. Selected Issues."		
1794574271	t	2022	"Transnationaler Bergbau und lokale Politik : politische Einflussnahme im Kontext des industriellen Goldbergbaus in Argentinien"			9783839460450				"Bechtum, Alexandra"				20.500.12854/75029	https://creativecommons.org/licenses/by/4.0/deed.de	"Bielefeld : transcript Verlag"	ger			"Global studies"											https://directory.doabooks.org/handle/20.500.12854/75029|https://library.oapen.org/bitstream/20.500.12657/52119/1/9783839460450.pdf	11159/17			"Bergbau, soziale Konflikte und Umweltkatastrophen - seit den 1990er Jahren erlebt Lateinamerika einen historischen Rohstoffboom. Welche Rolle spielen die Betreiber der Minen in den Abbauregionen? Wie schaffen sie Akzeptanz unter der lokalen Bevölkerung? Und welche politischen Auswirkungen zieht dies nach sich? Alexandra Bechtum analysiert das Handeln transnationaler Bergbauunternehmen in Argentinien und hinterfragt kritisch die sozial- und infrastrukturpolitischen Maßnahmen, die Bergbauunternehmen in den Abbauregionen industrieller Goldminen implementieren. Dabei stellt sie Fragen von Demokratie und Entwicklung in den Fokus"		
1794574212	t	2022	"Das Konzertpublikum der Zukunft : Forschungsperspektiven, Praxisreflexionen und Verortungen im Spannungsfeld einer sich verändernden Gesellschaft"			9783839452769					"Müller-Brozovic, Irena|Weber, Barbara Balba"			20.500.12854/75057	https://creativecommons.org/licenses/by-sa/4.0/	"Bielefeld : transcript Verlag"	ger			"Forum Musikvermittlung$dPerspektiven aus Forschung und Praxis"											https://directory.doabooks.org/handle/20.500.12854/75057|https://library.oapen.org/bitstream/handle/20.500.12657/52117/9783839452769.pdf	11159/17			"Das klassische Konzert ist im Wandel - es findet an unkonventionellen Orten statt, die Distanz zwischen Bühne und Auditorium wird aufgehoben und andere Publikumsgruppen werden involviert. Alle Rollen stehen neu zur Diskussion: Wer spielt, wer hört zu, wer organisiert, wer partizipiert? Innovative Formate sind der zeitgemäße Ausdruck eines »entfrackten« Konzertbetriebs und schaffen im besten Fall mehr interkulturelle Empathie und soziokulturelle Interaktion. Die Beiträger*innen des Bandes bieten Einblicke in aktuelle Diskurse und Werkstätten von Forschenden und Praktiker*innen und zeigen Wege auf, wie Konzerte für ein Publikum der Zukunft in einer sich verändernden Gesellschaft gestaltet werden können."		
1794573747	m	2022	"Happiness : concept, measurement and promotion"			9789813349728				"Ng, Yew-Kwang"				20.500.12854/74906	https://creativecommons.org/licenses/by/4.0/	"Singapore : Springer Nature"	eng														https://directory.doabooks.org/handle/20.500.12854/74906|https://library.oapen.org/bitstream/handle/20.500.12657/51912/978-981-33-4972-8.pdf	11159/17			"This open access book defines happiness intuitively and explores several common conceptual mistakes with regard to happiness. It then moves on to address topical issues including, but not limited to, whether money can buy you happiness, why happiness is ultimately the only thing of intrinsic value, and the various factors important for happiness. It also presents a more reliable and interpersonally comparable method for measuring happiness and discusses twelve factors, from A to L, that are crucial for individual happiness: attitude, balance, confidence, dignity, engagement, family/friends, gratitude, health, ideals, joyfulness, kindness and love. Further, it examines important public policy considerations, taking into account recent advances in economics, the environmental sciences, and happiness studies. Novel issues discussed include: an environmentally responsible happy nation index to supplement GDP, the East Asian happiness gap, a case for stimulating pleasure centres of the brain, and an argument for higher public spending."		
1794572066	m	2022	"Working misunderstandings : an ethnography of project collaboration in a multinational corporation in India"			9783839458679				"Mörike, Frauke"				20.500.12854/75018	https://creativecommons.org/licenses/by/4.0/	"Bielefeld : transcript Verlag"	eng			"Labor and organization"											https://directory.doabooks.org/handle/20.500.12854/75018|https://library.oapen.org/bitstream/handle/20.500.12657/52069/9783839458679.pdf	11159/17			"Misunderstandings are often perceived as something to be avoided yet delineate an integrative part of everyday work. This book addresses the role that misunderstandings play in collaborative work and, above all, their effects on the organisational result. As exemplified by project collaboration across three offices of a multinational corporation in India, Frauke Mörike explores how misunderstandings shape the organisational system and why they prove not only necessary but even productive for organisational functioning. In doing so, she offers new ways to think about collaboration and establishes `misunderstanding' as a key factor of insight for the field of organisational research."		
1794553142	t	2022	"Narrative Praktiken von Unternehmen : imagefördernde Selbstdarstellungen im Internet"			9783662646335				"Ackermann, Ulrike"				20.500.12854/78256	http://creativecommons.org/licenses/by/4.0/deed.de	"Berlin : [Heidelberg] : J.B. Metzler"	ger														https://directory.doabooks.org/handle/20.500.12854/78256|https://library.oapen.org/bitstream/handle/20.500.12657/52862/978-3-662-64633-5.pdf	11159/17			"Diese Open-Access-Publikation befasst sich mit dem Erzählen im Unternehmenskontext, was spätestens seit der Einführung des Storytelling in den 1999er-Jahren allgegenwärtig ist. Der Band zeigt in diesem Zusammenhang, wie Unternehmen das Erzählen explizit im Internet nutzen, um sich nach außen positiv darzustellen (= Imageförderung). In der Veröffentlichung wird deutlich, dass für die (Selbst)Darstellung bestimme Spezifika von Erzählungen von besonderer Bedeutung sind. Mit ihrer Hilfe können Unternehmen bspw. Konzepte – wie Corporate Responsibility – als gelebte Werte den Zielgruppen diskret veranschaulichen oder den Arbeitsalltag zu einem besonderen Erlebnis stilisieren. Insgesamt identifiziert die Autorin vier Grundtypen der (Selbst)Darstellung mit jeweils spezifisch narrativer Rhetorik sowie bezeichnende narrative Realisierungsformen, um diese Typen im WWW an die gewünschten Zielgruppen zu kommunizieren. Hierbei zeichnen sich die sprachwissenschaftlich analysierten Erkenntnisse durch ihre interdisziplinäre Einbettung aus. Dadurch eröffnen sich Anschlussmöglichkeiten zu anderen Fachdisziplinen."		
1794552286	m	2022	"Atlas of global change risk of population and economic systems"			9789811666919					"Shi, Peijun"			20.500.12854/78244	https://creativecommons.org/licenses/by/4.0/	"Singapore : Springer Nature"	eng			"IHDP/Future Earth-Integrated Risk Governance Project series"											https://directory.doabooks.org/handle/20.500.12854/78244|https://library.oapen.org/bitstream/handle/20.500.12657/52865/978-981-16-6691-9.pdf	11159/17			"This book is open access and illustrates the spatial distribution of the global change risk of population and economic systems with the maps of environment, global climate change, global population and economic systems, and global change risk. The risks of global change are mapped at 0.25 degree grid unit. The risk results and their contribution rates of the world at national level are unprecedentedly derived and ranked. The book can be a good reference for researchers and students in the field of global climate change and natural disaster risk management, as well as risk managers and enterpriser to understand the global change risk of population and economic systems."		
