identifier.ppn	type	date.issued	title	part	title.alternative	identifier.isbn	contributor.primary	contributor.other	identifier.pi	rights	publisher	language.iso	subject.jel	description.version	seriesname	relation.ispartofseries	journalname	relation.ispartof	url					description.abstract	subject.ddc	subject.keyword
1751709264	m	2021	WTO law and trade policy reform for low-carbon technology diffusion : common concern of humankind, carbon pricing, and export credit support			9789004446090|9789004446083	Ahmad, Zaker		10.1163/9789004446090		Leiden : Boston : Brill | Nijhoff	eng			World Trade Institute Advanced Studies. International Law E-Books Online, Collection 2021, ISBN: 9789004441187	(DE-627)1735209996			https://brill.com/downloadpdf/title/59419							
1750249294	m	2021	Global value chains and the transmission of exchange rate shocks to consumer prices				Camatte, Hadrien	Daudin, Guillaume|Faubert, Violaine|Lalliard, Antoine|Rifflart, Christine			Paris, France : OFCE	eng			Sciences Po OFCE working paper	(DE-627)1735209996			https://www.ofce.sciences-po.fr/pdf/dtravail/OFCEWP2021-02.pdf							
1750249251	m	2021	How do we understand participation in global value chains? : a structured review of the literature				Bontadini, Filippo	Saha, Amrita			Paris, France : OFCE	eng			Sciences Po OFCE working paper	(DE-627)1735209996			https://www.ofce.sciences-po.fr/pdf/dtravail/OFCEWP2021-01.pdf							
1750249162	m	2021	Dans les coulisses du confinement : modelisation de chocs simultanes d'offre et de demande : une application au confinement du mois d'avril 2020 en France				Dauvin, Magali	Sampognaro, Raul			Paris, France : OFCE	fre			Sciences Po OFCE working paper	(DE-627)1735209996			https://www.ofce.sciences-po.fr/pdf/dtravail/OFCEWP2021-05.pdf							
1750249146	m	2021	La transition écologique : incertitude, irréversibilité et modèle institutionnel				Gaffard, Jean-Luc				Paris, France : OFCE	fre			Sciences Po OFCE working paper	(DE-627)1735209996			https://www.ofce.sciences-po.fr/pdf/dtravail/OFCEWP2021-04.pdf							
1750175649	m	2021	Distant but close in sight : firm-level evidence on French-German productivity gaps in manufacturing				Grebel, Thomas	Napoletano, Mauro|Nesta, Lionel			Paris : OFCE	eng			Sciences Po OFCE working paper	(DE-627)1735209996			https://www.ofce.sciences-po.fr/pdf/dtravail/OFCEWP2021-03.pdf							
1747126071	m	2021	Worlds of labour turned upside down : revolutions and labour relations in global historical perspective			9789004440395		Brandon, Pepijn|Jafari, Peyman|Müller, Stefan	10.1163/9789004440395		Leiden : Boston : Brill	eng			Studies in global social history	(DE-627)1735209996			https://brill.com/downloadpdf/title/57285					This volume offers a bold restatement of the importance of social history for understanding modern revolutions. The essays collected in Worlds of Labour Turned Upside Down provide global case studies examining: - changes in labour relations as a causal factor in revolutions; - challenges to existing labour relations as a motivating factor during revolutions; - the long-term impact of revolutions on the evolution of labour relations. The volume examines a wide range of revolutions in the nineteenth and twentieth centuries, covering examples from South-America, Africa, Asia, and Western and Eastern Europe. The volume goes beyond merely examining the place of industrial workers, paying attention to the position of slaves, women working on the front line of civil war, colonial forced labourers, and white collar workers.		
1782659692	b	2020	Housing demand shocks, foreign labour inflows and consumption				Fenech, William Gatt	Ruisi, Germano				eng				(DE-627)1735209996	Research bulletin ...	(DE-627)1725496402|(DE-600)3032131-1	https://www.centralbankmalta.org/site/Publications/Research-Bulletin-2020.pdf?revcount=151							
1782659269	b	2020	Household finance and consumption survey 2017 : a comparison of the main results for Malta with other participating countries				Antonaroli, Valentina	Deguara, Warren				eng				(DE-627)1735209996	Research bulletin ...	(DE-627)1725496402|(DE-600)3032131-1	https://www.centralbankmalta.org/site/Publications/Research-Bulletin-2020.pdf?revcount=151							
1782658866	b	2020	A sectoral model extension to stream				Rapa, Noel					eng				(DE-627)1735209996	Research bulletin ...	(DE-627)1725496402|(DE-600)3032131-1	https://www.centralbankmalta.org/site/Publications/Research-Bulletin-2020.pdf?revcount=151							
178265853X	b	2020	A hedonic index for private sector rents in Malta				Nathaniel, Debono	Reuben, Ellul|Brian, Micallef				eng				(DE-627)1735209996	Research bulletin ...	(DE-627)1725496402|(DE-600)3032131-1	https://www.centralbankmalta.org/site/Publications/Research-Bulletin-2020.pdf?revcount=151							
178263973X	c	2020	Statistiques du commerce international africain	3 edition (2020)								fre|eng				(DE-627)1735209996		(DE-627)1764624475|(DE-600)3077733-1	https://au.int/sites/default/files/documents/39607-doc-af-trade_yearbook2020_v4_comp-compresse_1.pdf							
1782638911	c	2020	AMRII	2020		9789295119536						eng				(DE-627)1735209996		(DE-627)1762857448|(DE-600)3076334-4	https://au.int/sites/default/files/documents/40069-doc-amrii_feb1.pdf							
1782637958	c	2020	African integration report	2 edition (2020) ; The status of regional integration in Africa advancing intra-African trade for post-Covid recovery		9789295119512						eng				(DE-627)1735209996		(DE-627)1762949393|(DE-600)3076461-0	https://au.int/sites/default/files/documents/40071-doc-africanintegrationreport-englishjan28.pdf							
1782637745	c	2020	Joint arab economic report	40th edition (2020)								ara|eng				(DE-627)1735209996		(DE-627)668707755|(DE-576)350624771|(DE-600)2627941-1	https://www.amf.org.ae/sites/default/files/econ/joint%20reports//Joint%20Arab%20Economic%20Report%202020%20%28Brief%20English%20Version%29.pdf							
1782607072	c	2020	Ekonomik ve sosyal göstergeler	2018								tur|eng				(DE-627)1735209996		(DE-627)631148183|(DE-576)326002596|(DE-600)2562713-2	http://www.dpo.gov.ct.tr/Eco-sos/Book/SEG-2018.pdf							
1779741839	c	2020	... annual report ...	27th (2020)								eng				(DE-627)1735209996		(DE-627)176403421X|(DE-600)3077032-4	https://www.ctif-cfi.be/website/images/EN/annual_report/ra2020-en.pdf							
177734509X	c	2020	Anuario de la minería de Chile	2020								spa				(DE-627)1735209996		(DE-627)898247446|(DE-576)493650105|(DE-600)2906061-8	https://www.sernageomin.cl/pdf/anuario_de_%20la%20Mineria_de_Chile_2020_290621.pdf							
1777339146	m	2020	A global economy with increasing uncertainty and the future of digitalization : overview								Tokyo : JETRO	eng			JETRO global trade and investment report / Japan External Trade Organisation, Overseas Research Department. Overview	(DE-627)1735209996			https://www.jetro.go.jp/ext_images/en/reports/white_paper/trade_invest_2020_overview.pdf							
1735183814	m	2020	Drug policies and development : conflict and coexistence			9789004440494		Buxton, Julia|Chinery-Hesse, Mary|Tinasti, Khalid	10.1163/9789004440494		Leiden : Brill Nijhoff	eng			International development policy	(DE-627)1735209996			https://brill.com/downloadpdf/title/58981					The 12th volume of International Development Policy explores the relationship between international drug policy and development goals, both current and within a historical perspective. Contributions address the drugs and development nexus from a range of critical viewpoints, highlighting gaps and contradictions, as well as exploring strategies and opportunities for enhanced linkages between drug control and development programming. Criminalisation and coercive law enforcement-based responses in international and national level drug control are shown to undermine peace, security and development objectives.		
1782638555	b	2019	Consolidated supervision and anti-money laundering compliance : the crossroads of eective banking supervision				Gegenheimer, Gary					eng				(DE-627)1735209996	SEACEN financial stability journal	(DE-627)1009342460|(DE-600)2914961-7|(DE-576)496525638	https://seacen.org/download.php?id=702001-100456							
1782638512	c	2019	African regional integration report	1 edition (2019) ; Towards an integrated prosperous and peaceful Africa : voices of the RECs		9789295104716						eng				(DE-627)1735209996		(DE-627)1762949113|(DE-600)3076460-9	https://au.int/sites/default/files/documents/38176-doc-african_integration_report-eng_final.pdf							
1782638431	b	2019	The New Zealand experience with macro-prudential policy				Spencer, Grant H.					eng				(DE-627)1735209996	SEACEN financial stability journal	(DE-627)1009342460|(DE-600)2914961-7|(DE-576)496525638	https://seacen.org/download.php?id=702001-100455							
1782638229	b	2019	Shadow banking, Financial Technology (FinTech), and financial inclusion : three pathways of rapid change in the financial services industry				Tasky, Glenn					eng				(DE-627)1735209996	SEACEN financial stability journal	(DE-627)1009342460|(DE-600)2914961-7|(DE-576)496525638	https://seacen.org/download.php?id=702001-100454							
1782637974	b	2019	Shadow banking and financial stability				Landau, Jean-Pierre					eng				(DE-627)1735209996	SEACEN financial stability journal	(DE-627)1009342460|(DE-600)2914961-7|(DE-576)496525638	https://seacen.org/download.php?id=702001-100453							
178263763X	c	2019	Joint arab economic report	39th edition (2019)								ara|eng				(DE-627)1735209996		(DE-627)668707755|(DE-576)350624771|(DE-600)2627941-1	https://www.amf.org.ae/sites/default/files/econ/joint%20reports//The%20Joint%20Arab%20Economic%20Report%202019%20%28Overview%20%26%20Statistical%20Annexes%29.pdf							
1782575634	c	2019	Welfare trends report	2019		9781528609623						eng				(DE-627)1735209996		(DE-627)1692985582|(DE-600)3011862-1	https://obr.uk/download/welfare-trends-report-january-2019/							
1777345294	c	2019	Anuario de la minería de Chile	2019								spa				(DE-627)1735209996		(DE-627)898247446|(DE-576)493650105|(DE-600)2906061-8	https://www.sernageomin.cl/wp-content/uploads/Anuarios/anuario_2019_act231120.pdf							
1777338395	m	2019	The fluctuating international economic order and global business in the future : key points								Tokyo : JETRO	eng			JETRO global trade and investment report / Japan External Trade Organisation, Overseas Research Department. Overview	(DE-627)1735209996			https://www.jetro.go.jp/ext_images/en/reports/white_paper/trade_invest_2019_overview.pdf							
1782604960	c	2018	Ekonomik ve sosyal göstergeler	2017								tur|eng				(DE-627)1735209996		(DE-627)631148183|(DE-576)326002596|(DE-600)2562713-2	http://www.dpo.gov.ct.tr/Eco-sos/Book/SEG-2017.pdf							
1782598707	c	2017	Ekonomik ve sosyal göstergeler	2016								tur|eng				(DE-627)1735209996		(DE-627)631148183|(DE-576)326002596|(DE-600)2562713-2	http://www.dpo.gov.ct.tr/Eco-sos/Book/SEG-2016.pdf							
