identifier.ppn	type	date.issued	title	part	title.alternative	identifier.isbn	contributor.author	contributor.other	identifier.pi	rights	publisher	language.iso	subject.jel	description.version	seriesname	relation.ispartofseries	journalname	relation.ispartof	identifier.url	seriesNo	repecFulltextUrl	description.abstract
1684923174	m	2019	Covered interest parity arbitrage				Rime, Dagfinn	Schrimpf, Andreas|Syrstad, Olav			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics and international macroeconomics and finance	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13637|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13637	13637	https://repec.cepr.org/repec/cpr/ceprdp/DP13637.pdf	
1684937442	m	2019	New economic geography and the city				Gaigné, Carl	Thisse, Jacques-François			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International trade and regional economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13638|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13638	13638	https://repec.cepr.org/repec/cpr/ceprdp/DP13638.pdf	
1684938309	m	2019	"An ""image theory"" of RPM"				Inderst, Roman				London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13639|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13639	13639	https://repec.cepr.org/repec/cpr/ceprdp/DP13639.pdf	
168494452X	m	2019	Growth firms and relationship finance : a capital structure approach				Inderst, Roman	Vladimirov, Vladimir			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13640|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13640	13640	https://repec.cepr.org/repec/cpr/ceprdp/DP13640.pdf	
1685122906	m	2019	Regulating cancellation rights with consumer experimentation				Inderst, Roman	Hoffmann, Florian			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13641|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13641	13641	https://repec.cepr.org/repec/cpr/ceprdp/DP13641.pdf	
1685126928	m	2019	Managing channel profits when retailers have profitable outside options				Inderst, Roman	Shaffer, Greg Eric			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13642|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13642	13642	https://repec.cepr.org/repec/cpr/ceprdp/DP13642.pdf	
1685127916	m	2019	Only time will tell : a theory of deferred compensation				Inderst, Roman	Opp, Marcus			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13643|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13643	13643	https://repec.cepr.org/repec/cpr/ceprdp/DP13643.pdf	
1685132898	m	2019	What constrains liquidity provision? : evidence from hedge fund trades				Franzoni, Francesco	Plazzi, Alberto|Cotelioglu, Efe			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13645|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13645	13645	https://repec.cepr.org/repec/cpr/ceprdp/DP13645.pdf	
1685138705	m	2019	"""And yet, it moves"" : intergenerational mobility in Italy"				Violante, Giovanni L.	Polo, Alberto|Acciari, Paolo			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Labour economics and macroeconomics and growth	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13646|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13646	13646	https://repec.cepr.org/repec/cpr/ceprdp/DP13646.pdf	
1685142567	m	2019	Networks in conflict : a variational inequality approach				Xu, Jin	Zenou, Yves|Zhou, Junjie			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13647|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13647	13647	https://repec.cepr.org/repec/cpr/ceprdp/DP13647.pdf	
1685145124	m	2019	Why do fiscal multipliers depend on fiscal positions?				Huidrom, Raju	Kose, M. Ayhan|Lim, Jamus Jerome|Ohnsorge, Franziska			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International macroeconomics and finance	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13648|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13648	13648	https://repec.cepr.org/repec/cpr/ceprdp/DP13648.pdf	
1685153666	m	2019	Taxation and migration : evidence and policy implications				Kleven, Henrik Jacobsen	Landais, Camille|Munoz, Mathilde|Stantcheva, Stefanie			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Labour economics and public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13649|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13649	13649	https://repec.cepr.org/repec/cpr/ceprdp/DP13649.pdf	
1685154328	m	2019	Hump-shaped cross-price effects and the extensive margin in cross-border shopping				Steen, Frode				London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13650|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13650	13650	https://repec.cepr.org/repec/cpr/ceprdp/DP13650.pdf	
1686988591	m	2019	Paywalls and the demand for online news				Steen, Frode	Skjeret, Frode|Wyndham, Timothy G. A.			London : Centre for Economic Policy Research	eng		This version: March 2019	Discussion paper series / Centre for Economic Policy Research. Industrial organization	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13651|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13651	13651	https://repec.cepr.org/repec/cpr/ceprdp/DP13651.pdf	
1686989083	m	2019	Monetary systems and the global balance-of-payments adjustment in the pre-gold standard period, 1700-1870				Esteves, Rui Pedro	Nogués-Marco, Pilar			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Economic history	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13652|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13652	13652	https://repec.cepr.org/repec/cpr/ceprdp/DP13652.pdf	
1686990561	m	2019	How do we choose our identity? : a revealed preference approach using food consumption				Atkin, David	Colson-Sihra, Eve|Shayo, Moses			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Development economics and public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13653|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13653	13653	https://repec.cepr.org/repec/cpr/ceprdp/DP13653.pdf	
1686991037	m	2019	The threat of intervention				Fos, Vyacheslav	Kahn, Charles M.			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13654|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13654	13654	https://repec.cepr.org/repec/cpr/ceprdp/DP13654.pdf	
1686991711	m	2019	Some international evidence for Keynesian economics without the Phillips curve				Farmer, Roger E. A.	Nicolò, Giovanni			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Monetary economics and fluctuations	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13655|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13655	13655	https://repec.cepr.org/repec/cpr/ceprdp/DP13655.pdf	
1686992092	m	2019	Tax professionals : tax-evasion facilitators or information hubs?				Battaglini, Marco	Guiso, Luigi|Lacava, Chiara|Patacchini, Eleonora			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13656|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13656	13656	https://repec.cepr.org/repec/cpr/ceprdp/DP13656.pdf	
168699298X	m	2019	Five facts about beliefs and portfolios				Maggiori, Matteo	Stroebel, Johannes|Giglio, Stefano|Utkus, Stephen P.			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics, international macroeconomics and finance, macroeconomics and growth and monetary economics and fluctuations	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13657|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13657	13657	https://repec.cepr.org/repec/cpr/ceprdp/DP13657.pdf	
1686994303	m	2019	Acculturation, education, and gender roles : evidence from Canada				Kessler, Anke S.	Milligan, Kevin			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Labour economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13658|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13658	13658	https://repec.cepr.org/repec/cpr/ceprdp/DP13658.pdf	
1686994729	m	2019	Democracy does cause growth : comment				Eberhardt, Markus				London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Macroeconomics and growth	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13659|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13659	13659	https://repec.cepr.org/repec/cpr/ceprdp/DP13659.pdf	
1686995520	m	2019	The intergenerational effects of a large wealth shock : white southerners after the Civil War				Ager, Philipp	Boustan, Leah Platt|Eriksson, Katherine			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Economic history	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13660|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13660	13660	https://repec.cepr.org/repec/cpr/ceprdp/DP13660.pdf	
1687170584	m	2019	International trade finance from the origins to the present : market structures, regulation, and governance				Accominotti, Olivier	Ugolini, Stefano			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Economic history and international macroeconomics and finance	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13661|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13661	13661	https://repec.cepr.org/repec/cpr/ceprdp/DP13661.pdf	
1687173982	m	2019	Fundamental moments				Imbs, Jean	Pauwels, Laurent			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International macroeconomics and finance and macroeconomics and growth	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13662|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13662	13662	https://repec.cepr.org/repec/cpr/ceprdp/DP13662.pdf	
168718321X	m	2019	The limits of lending? : banks and technology adoption across Russia				Bircan, Cagatay	Haas, Ralph de			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13663|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13663	13663	https://repec.cepr.org/repec/cpr/ceprdp/DP13663.pdf	
1687186782	m	2019	Public procurement as a demand-side policy : project competition and innovation incentives				De Chiara, Alessandro	Iossa, Elisabetta			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization and public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13664|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13664	13664	https://repec.cepr.org/repec/cpr/ceprdp/DP13664.pdf	
1687192030	m	2019	Art auctions				Graddy, Kathryn	Ashenfelter, Orley			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13665|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13665	13665	https://repec.cepr.org/repec/cpr/ceprdp/DP13665.pdf	
1687193010	m	2019	Distance learning in higher education : evidence from a randomized experiment				Pellizzari, Michele	Cacault, Maria Paula|Laurent-Lucchetti, Jérémy|Hildebrand, Christian			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Labour economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13666|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13666	13666	https://repec.cepr.org/repec/cpr/ceprdp/DP13666.pdf	
1687203172	m	2019	Product-mix auctions				Klemperer, Paul				London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13667|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13667	13667	https://repec.cepr.org/repec/cpr/ceprdp/DP13667.pdf	
1687227136	m	2019	Ten facts on declining business dynamism and lessons from endogenous growth theory				Akcigit, Ufuk	Ates, Sina T.			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization and macroeconomics and growth	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13668|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13668	13668	https://repec.cepr.org/repec/cpr/ceprdp/DP13668.pdf	
1687227845	m	2019	What happened to U.S. business dynamism?				Akcigit, Ufuk	Ates, Sina T.			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization and macroeconomics and growth	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13669|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13669	13669	https://repec.cepr.org/repec/cpr/ceprdp/DP13669.pdf	
1687228663	m	2019	Opening the floodgates : industry and occupation adjustments to labor immigration				Ulltveit-Moe, Karen-Helene	Moxnes, Andreas|Bratsberg, Bernt|Raaum, Oddbjørn			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International trade and regional economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13670|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13670	13670	https://repec.cepr.org/repec/cpr/ceprdp/DP13670.pdf	
1687953309	m	2019	Anticompetitive vertical merger waves				Pouyet, Jérôme	Hombert, Johan|Schutz, Nicolas			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13671|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13671	13671	https://repec.cepr.org/repec/cpr/ceprdp/DP13671.pdf	
1687988471	m	2019	Social connections and the sorting of workers to firms				Kramarz, Francis	Nordström Skans, Oskar|Hensvik, Lena|Eliason, Marcus			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Labour economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13672|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13672	13672	https://repec.cepr.org/repec/cpr/ceprdp/DP13672.pdf	
1687988870	m	2019	When governments promise to prioritize public debt : do markets care?				Gulati, Mitu	Panizza, Ugo|Weidemaier, Mark|Willingham, Grace			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International macroeconomics and finance	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13673|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13673	13673	https://repec.cepr.org/repec/cpr/ceprdp/DP13673.pdf	
1688013350	m	2019	Trade, technology, and the great divergence				Taylor, Alan M.	O'Rourke, Kevin H.|Rahman, Ahmed S.			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Economic history, international trade and regional economics and macroeconomics and growth	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13674|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13674	13674	https://repec.cepr.org/repec/cpr/ceprdp/DP13674.pdf	
1688014241	m	2019	Having it all, for all : child-care subsidies and income distribution reconciled				Barigozzi, Francesca	Cremer, Helmuth|Roeder, Kerstin			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13675|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13675	13675	https://repec.cepr.org/repec/cpr/ceprdp/DP13675.pdf	
1688014861	m	2019	Job displacement insurance and (the lack of) consumption-smoothing				Naritomi, Joana	Gerard, François			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Development economics and public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13676|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13676	13676	https://repec.cepr.org/repec/cpr/ceprdp/DP13676.pdf	
1688016007	m	2019	Blood donations and incentives : evidence from a field experiment				Götte, Lorenz	Stutzer, Alois			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13677|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13677	13677	https://repec.cepr.org/repec/cpr/ceprdp/DP13677.pdf	
1688021825	m	2019	The gender promotion gap : evidence from central banking				Hospido, Laura	Laeven, Luc|Lamo, Ana			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Labour economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13678|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13678	13678	https://repec.cepr.org/repec/cpr/ceprdp/DP13678.pdf	
1688025200	m	2019	Credit cycles, expectations, and corporate investment				Rossi, Stefano	Gulen, Huseyin|Ion, Mihai			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13679|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13679	13679	https://repec.cepr.org/repec/cpr/ceprdp/DP13679.pdf	
1688025812	m	2019	Liquidity risk after 20 years				Pástor, Ľuboš	Stambaugh, Robert F.			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13680|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13680	13680	https://repec.cepr.org/repec/cpr/ceprdp/DP13680.pdf	
1688482229	m	2019	Gender differences in tournament performance over time : can women catch-up with men?				Booth, Alison L.	Hayashi, Ryohei|Yamamura, Eiji			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Labour economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13681|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13681	13681	https://repec.cepr.org/repec/cpr/ceprdp/DP13681.pdf	
1688484434	m	2019	Risk-mitigating technologies : the case of radiation diagnostic devices				Galasso, Alberto	Luo, Hong			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13682|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13682	13682	https://repec.cepr.org/repec/cpr/ceprdp/DP13682.pdf	
1688485368	m	2019	Has the Swedish business sector become more entrepreneurial than the US business sector?				Persson, Lars	Heyman, Fredrik|Norbäck, Pehr-Johan			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13683|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13683	13683	https://repec.cepr.org/repec/cpr/ceprdp/DP13683.pdf	
1688496521	m	2019	Welfare state, inequality, and globalization : role of international-capital-flow direction				Razin, Asaf	Tsadḳah, Efrayim			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International macroeconomics and finance	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13684|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13684	13684	https://repec.cepr.org/repec/cpr/ceprdp/DP13684.pdf	
1688500596	m	2019	Discrimination in hiring based on potential and realized fertility : evidence from a large-scale field experiment				Becker, Sascha O.	Fernandes, Ana|Weichselbaumer, Doris			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Labour economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13685|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13685	13685	https://repec.cepr.org/repec/cpr/ceprdp/DP13685.pdf	
1688501010	m	2019	Consumer privacy and serial monopoly				Roketskiy, Nikita	Bhaskar, V.			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13686|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13686	13686	https://repec.cepr.org/repec/cpr/ceprdp/DP13686.pdf	
1688501649	m	2019	The extensive margin of aggregate consumption demand				Michelacci, Claudio	Paciello, Luigi|Pozzi, Andrea			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization, macroeconomics and growth and monetary economics and fluctuations	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13687|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13687	13687	https://repec.cepr.org/repec/cpr/ceprdp/DP13687.pdf	
1688504990	m	2019	Taking state-capacity research to the field : insights from collaborations with tax authorities				Pomeranz, Dina	Vila-Belda, José			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Development economics and public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13688|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13688	13688	https://repec.cepr.org/repec/cpr/ceprdp/DP13688.pdf	
168850575X	m	2019	Market frictions, arbitrage, and the capitalization of amenities				Ouazad, Amine	Rancière, Romain			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics and international trade and regional economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13689|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13689	13689	https://repec.cepr.org/repec/cpr/ceprdp/DP13689.pdf	
1688506357	m	2019	Resolving the missing deflation puzzle				Lindé, Jesper	Trabandt, Mathias			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Monetary economics and fluctuations	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13690|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13690	13690	https://repec.cepr.org/repec/cpr/ceprdp/DP13690.pdf	
1688548238	m	2019	Small firms and domestic bank dependence in Europe's Great Recession				Sørensen, Bent E.	Hoffmann, Mathias|Maslov, Egor			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International macroeconomics and finance	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13691|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13691	13691	https://repec.cepr.org/repec/cpr/ceprdp/DP13691.pdf	
1688552197	m	2019	The seniority structure of sovereign debt				Schlegl, Matthias	Trebesch, Christoph|Wright, Mark L. J.			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics and international macroeconomics and finance	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13692|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13692	13692	https://repec.cepr.org/repec/cpr/ceprdp/DP13692.pdf	
168855341X	m	2019	The transmission channels of unconventional monetary policy : evidence from a change in collateral requirements in France				Delatte, Anne-Laure	Garg, Pranav|Imbs, Jean			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics and international macroeconomics and finance	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13693|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13693	13693	https://repec.cepr.org/repec/cpr/ceprdp/DP13693.pdf	
1688556869	m	2019	Income redistribution and self-selection of immigrants				Corneo, Giacomo	Neidhöfer, Guido			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13694|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13694	13694	https://repec.cepr.org/repec/cpr/ceprdp/DP13694.pdf	
