identifier.ppn	type	date.issued	title	part	title.alternative	identifier.isbn	contributor.primary	contributor.other	identifier.pi	rights	publisher	language.iso	subject.jel	description.version	seriesname	relation.ispartofseries	journalname	relation.ispartof	url	description.abstract	subject.ddc	subject.keyword
1769500545	b	2020	Entrepreneurship, innovation, and value creation : customer benefits entrepreneurs and innovators build into new products				Dlamini, Sebenzile	Barnard, Brian				eng					Expert journal of marketing	(DE-627)778946770|(DE-600)2758454-9|(DE-576)401713660	https://marketing.expertjournals.com/ark:/16759/EJM_802barnard9-40.pdf			
1769499822	b	2020	Influence of colors as a key element in consumer marketing				Bytyçi, Shaip					eng					Expert journal of marketing	(DE-627)778946770|(DE-600)2758454-9|(DE-576)401713660	https://marketing.expertjournals.com/ark:/16759/EJM_803bytyçi41-47.pdf			
1769499024	b	2020	Online shopping : motivation, loyalty and process				Menoe, Dithebe	Barnard, Brian				eng					Expert journal of marketing	(DE-627)778946770|(DE-600)2758454-9|(DE-576)401713660	https://marketing.expertjournals.com/ark:/16759/EJM_804menoe48-72.pdf			
1769493832	b	2020	Carbonated beverage consumption among UK university students				Qutieshat, Abubaker	Aouididi, Rayhana				eng					Expert journal of marketing	(DE-627)778946770|(DE-600)2758454-9|(DE-576)401713660	https://marketing.expertjournals.com/ark:/16759/EJM_805qutieshat73-81.pdf			
1769492887	b	2020	The use of artificial intelligence in social media : opportunities and perspectives				Benabdelouahed, Redouane	Dakouan, Chouaib				eng					Expert journal of marketing	(DE-627)778946770|(DE-600)2758454-9|(DE-576)401713660	https://marketing.expertjournals.com/ark:/16759/EJM_806benabdelouahed82-87.pdf			
1769394095	b	2020	Scientific production : a quantitative assessment based on Scopus entries				Nuţă, Florian	Puşcă, Andy Corneliu|Nuţă, Alina Cristina				eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/158/380			
1769393862	b	2020	Investigating personal remittances-unemployment-inequality nexus in emerging markets				Tsaurai, Kunofiwa					eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/253/379			
1769393587	b	2020	Volatility in foreign capital inflows and economic growth in Nigeria				Nwosa, Philip Ifeakachukwu	Ugwu, Ephraim Ikechukwu|Ehinomen, Chris				eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/252/378			
1769392874	b	2020	Residents and domestic leisure travel : Mtubatuba local municipality in KwaZulu-Natal, South Africa				Ezeuduji, Ikechukwu Onyekwere	Dlomo, Nokulunga C.				eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/251/377			
1769391746	b	2020	Exchange rate and balance of payments in Nigeria				Dare, Funso	Elijah, Adekunle Oludayo				eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/247/376			
1769391371	b	2020	The impact of diversity management and leadership on performance in maritime industry				Keceli, Yavuz	Zaim, Halil|Kum, Serdar|Dinc, Muhammet Sait|Momin, Mujtaba				eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/246/375			
1769389040	b	2020	Expectations and comparison to other destinations : tourists visiting KwaZulu-Natal in South Africa				Ezeuduji, Ikechukwu Onyekwere	Mlambo, Sinolwazi S.				eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/245/374			
1769388605	b	2020	Public debt and the living condition of people in Nigeria				Omodero, Cordelia Onyinyechi					eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/244/373			
1769388419	b	2020	Developing agro-tourism Tours on the Cocoa sector in Africa : emerging issues from Ghana				Eshun, Gabriel	Tichaawa, Tembi Maloney				eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/243/372			
1769387617	b	2020	Exchange rate volatility and trade balance in Nigeria : an autoregressive distributed lag model approach				Ayomitunde, Aderemi Timothy	Ogunleye, Akin George|Pereowei, Abalaba Bamidele|Olatunji, Owolabi Olufemi				eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/242/371			
1769384251	b	2020	The influence of competence management on human resources policies : Tunisian context				Hedhili, Mohamed Ali	Boudabbous, Sami				eng					Expert journal of business and management	(DE-627)779243625|(DE-600)2758881-6|(DE-576)401985016	https://business.expertjournals.com/ark:/16759/EJBM_808hedhili121-130.pdf			
1769383891	b	2020	The effect of regulation, collaboration, and financial literacy on financial technology adoption				Herdinata, Christian					eng					Expert journal of business and management	(DE-627)779243625|(DE-600)2758881-6|(DE-576)401985016	https://business.expertjournals.com/ark:/16759/EJBM_809herdinata131-138.pdf			
1769383530	b	2020	Corporate strategy, networking and firm performance in Africa				Muteshi, Dominic Chungani	Kariuki, Anne				eng					Expert journal of business and management	(DE-627)779243625|(DE-600)2758881-6|(DE-576)401985016	https://business.expertjournals.com/ark:/16759/EJBM_810muteshi139-146.pdf			
1769383158	b	2020	Fortifying South African small medium and micro enterprise sustainability through a proposed internal control framework : the sustenance framework				Bruwer, Juan-Pierré					eng					Expert journal of business and management	(DE-627)779243625|(DE-600)2758881-6|(DE-576)401985016	https://business.expertjournals.com/ark:/16759/EJBM_811bruwer147-158.pdf			
1769382615	b	2020	Source document usage and the financial sustainability of South African small, medium and micro retailers				Petersen, Ashwin	Bruwer, Juan-Pierré|Mason, Roger B.				eng					Expert journal of business and management	(DE-627)779243625|(DE-600)2758881-6|(DE-576)401985016	https://business.expertjournals.com/ark:/16759/EJBM_807bruwer110-119.pdf			
1768338728	c	2020	Ročenka dopravy, pôšt a telekomunikácií	2020		9788081217722						slo|eng						(DE-627)749501502|(DE-576)383520207|(DE-600)2719107-2	https://slovak.statistics.sk/PortalTraffic/fileServlet?Dokument=4a23e26f-1e6e-4e8e-b94d-0b287d4b68b2			
1768319162	c	2020	Ročenka stavebníctva SR	2020		9788081217715						slo|eng						(DE-627)481904352|(DE-576)116598999|(DE-600)2180322-5	https://slovak.statistics.sk/PortalTraffic/fileServlet?Dokument=c6581082-4d8f-4438-819c-e5a38efc3418			
1768310459	c	2020	Štatistická ročenka Slovenskej Republiky	2020		9788022418591						slo|eng						(DE-627)718465288|(DE-576)367700980|(DE-600)2669185-1	https://slovak.statistics.sk/PortalTraffic/fileServlet?Dokument=ec6df0ae-dd97-429f-a01a-1578b420d0ed			
1768037604	c	2020	The energy balance of the Republic of Moldova	2019								eng						(DE-627)1693571536|(DE-600)3013553-9	https://statistica.gov.md/public/files/publicatii_electronice/balanta_energetica/BE_editia_2020_eng.pdf			
1768034087	c	2020	Innovation.bg	2020 ; Economic Resilience through Innovation		9789549456264						eng						(DE-627)599240555|(DE-576)306338599|(DE-600)2492864-1	http://www.arcfund.net/fileSrc.php?id=23882			
1767995342	c	2020	Finanzbericht	2019								ger						(DE-627)1672260612|(DE-600)2982614-7	https://www.kfw.de/PDF/Download-Center/Finanzpublikationen/PDF-Dokumente-Berichte-etc/3_Finanzberichte/Finanzbericht_2019_DE_barrierefrei.pdf			
1767995008	c	2020	Jahresabschluss und Lagebericht	2019								ger						(DE-627)1672260027|(DE-600)2982613-5	https://www.kfw.de/PDF/Download-Center/Finanzpublikationen/PDF-Dokumente-Berichte-etc/2_Jahresabschluss-und-Lageberichte/Jahresabschluss-und-Lagebericht_HGB_2019-D-E.pdf			
1767993803	c	2020	Integrierte Statistik der Lohn- und Einkommensteuer	2017		9783903264489						ger						(DE-627)659218887|(DE-576)344665437|(DE-600)2608959-2	http://www.statistik.at/wcm/idc/idcplg?IdcService=GET_NATIVE_FILE&RevisionSelectionMethod=LatestReleased&dDocName=123290			
1767992688	c	2020	Die deutsche Lebensversicherung in Zahlen	2020								ger						(DE-627)550217177|(DE-576)281359296|(DE-600)2396646-4	https://www.gdv.de/resource/blob/60734/ba7317759252abad585896e4fe700507/bav---lv-in-zahlen-2020---download-data.pdf			
1767991789	c	2020	Økonomi og miljø	2020		9788793948013						dan						(DE-627)564754668|(DE-576)281390819|(DE-600)2422897-7	https://dors.dk/files/media/rapporter/2020/m20/endelig_rapport/m20_endelig.pdf			
1767896778	c	2020	KfW-Gründungsmonitor	2020 ; Gründungstätigkeit in Deutschland 2019 : erster Anstieg seit 5 Jahren : 2020 im Schatten der Corona-Pandemie								ger						(DE-627)500021848|(DE-576)254902421|(DE-600)2203000-1	https://www.kfw.de/PDF/Download-Center/Konzernthemen/Research/PDF-Dokumente-Gr%C3%BCndungsmonitor/KfW-Gruendungsmonitor-2020.pdf|https://www.kfw.de/PDF/Download-Center/Konzernthemen/Research/PDF-Dokumente-Gr%C3%BCndungsmonitor/KfW-Gruendungsmonitor-2020-Tabellen-und-Methodenband.pdf 			
1767673787	c	2020	Conturi naţionale	2019								rum|rus						(DE-627)859259994|(DE-576)469581727|(DE-600)2855667-7	https://statistica.gov.md/public/files/publicatii_electronice/Conturi_nationale/Conturi_Nationale_editia_2020.pdf			
1767671857	c	2020	Estadística minera de España	2019								spa						(DE-627)562077103|(DE-576)281388725|(DE-600)2420419-5	https://energia.gob.es/mineria/Estadistica/DatosBibliotecaConsumer/2019/estadistica-minera-anual-2019.pdf			
1767630670	c	2020	Fakten, Daten, Zahlen	2020								ger						(DE-627)1743793790|(DE-600)3049481-3	https://www.handelskammer-bremen.de/blueprint/servlet/resource/blob/5182260/e11c095fc6e6078bcc3eb716c47d0e7e/statistischer-jahresbericht-2020-data.pdf			
1767630298	c	2020	Exporting corruption	2020		9783960761488						eng						(DE-627)1000481778|(DE-576)49442382X|(DE-600)2908380-1	https://images.transparencycdn.org/images/A-slim-version-of-Exporting-Corruption-2020.pdf			
1767628706	c	2020	Daten & Fakten zum Online-Reisemarkt ...	2020		9783000650468						ger						(DE-627)101783069X|(DE-576)501749284|(DE-600)2925716-5	https://v-i-r.de/wp-content/uploads/2020/03/web_VIR-DF-2020.pdf			
176762543X	c	2020	Kulturstatistikk	2019		9788258712159					Oslo-Kongsvinger : Statistisk sentralbyrå	nor|eng			Statistiske analyser / Statistisk Sentralbyrå	(DE-627)825710316|(DE-576)433023201|(DE-600)2821762-7		(DE-627)528359436|(DE-576)264426134|(DE-600)2279949-7	https://www.ssb.no/kultur-og-fritid/artikler-og-publikasjoner/_attachment/406670?_ts=17039b1d668			
1767623380	c	2020	Štatistika v súvislostiach	2019		9788081218057						slo						(DE-627)1023552574|(DE-576)505879239|(DE-600)2931465-3	https://slovak.statistics.sk/PortalTraffic/fileServlet?Dokument=c69d9060-ceec-4db4-bd81-f34ccb645933			
1767622902	c	2020	Jahresbericht	8 Arbeitsjahr (2019)								ger						(DE-627)1009503286|(DE-576)496597183|(DE-600)2915235-5	https://www.stiftung2grad.de/wp-content/uploads/2020/07/Jahresbericht-2019-Stiftung-2%C2%B0.pdf			
1767621647	c	2020	Jahresbericht ...	2020								ger						(DE-627)890117411|(DE-576)489652166|(DE-600)2896735-5	https://www.test.de/filestore/5747364_jahresbericht2020.pdf?path=/protected/e1/08/0719b5f1-0143-4e73-8d8e-7ab781860581-protectedfile.pdf&key=C4C0E731A577161B4662A2916F9F020D2FDAD02A			
1767537034	c	2020	Wie geht's Österreich? ...	2020		9783903106208						ger						(DE-627)1012774309|(DE-576)498447111|(DE-600)2919254-7	http://www.statistik.at/wcm/idc/idcplg?IdcService=GET_NATIVE_FILE&RevisionSelectionMethod=LatestReleased&dDocName=124902			
1767535961	c	2020	Rodová rovnosť ...	2020		9788081217852						slo|eng						(DE-627)755987349|(DE-576)392065800|(DE-600)2727108-0	https://slovak.statistics.sk/PortalTraffic/fileServlet?Dokument=30f0696d-5dc9-424d-911e-b0cf808f43f5			
1767535317	c	2020	Vybrané ukazovatele o životnom prostredí v rokoch ...	2015/2019		9788081217821						slo|eng						(DE-627)1763031640|(DE-600)3076626-6	https://slovak.statistics.sk/PortalTraffic/fileServlet?Dokument=4c33f34a-7419-4c59-a854-675c00bf0cab			
1767534604	c	2020	Bildung in Zahlen / Tabellenband	2018/19		9783903264441						ger						(DE-627)593138538|(DE-576)303816481|(DE-600)2482047-7	http://www.statistik.at/wcm/idc/idcplg?IdcService=GET_NATIVE_FILE&RevisionSelectionMethod=LatestReleased&dDocName=123233			
1767527799	c	2020	Bildung in Zahlen / Schlüsselindikatoren und Analysen	2018/19		9783903264472						ger						(DE-627)593138554|(DE-576)30381649X|(DE-600)2482049-0	http://www.statistik.at/wcm/idc/idcplg?IdcService=GET_NATIVE_FILE&RevisionSelectionMethod=LatestReleased&dDocName=123225			
1767526830	c	2020	Anuarul statistic al Republicii Moldova	2020								rum|rus|eng						(DE-627)82309202X|(DE-576)429407890|(DE-600)2818343-5	https://statistica.gov.md/public/files/publicatii_electronice/Anuar_Statistic/2020/Anuar_statistic_editia_2020.pdf			
1767523491	c	2020	Využívaní informačných a komunikačných technológií v podnikoch	2020		9788081217753						slo|eng						(DE-627)1691403296|(DE-600)3010293-5	https://slovak.statistics.sk/PortalTraffic/fileServlet?Dokument=5dc816b9-1d49-4939-8a13-36da90390285			
1767523343	c	2020	KfW-Mittelstandspanel	2020								ger						(DE-627)654748829|(DE-576)339269847|(DE-600)2600175-5	https://www.kfw.de/PDF/Download-Center/Konzernthemen/Research/PDF-Dokumente-KfW-Mittelstandspanel/KfW-Mittelstandspanel-2020.pdf|https://www.kfw.de/PDF/Download-Center/Konzernthemen/Research/PDF-Dokumente-KfW-Mittelstandspanel/KfW-Mittelstandspanel-2020-Tabellenband.pdf 			
1767522665	c	2020	Haushaltsplan ...	2021								ger						(DE-627)874228735|(DE-576)480802653|(DE-600)2877325-1	https://www.finanzen.bremen.de/sixcms/media.php/13/Haushaltsgesetz%20und%20Gesamtplan%20-%202021.51955.pdf			
1767515332	c	2020	Ročenka priemyslu SR	2020		9788081217692						slo|eng						(DE-627)481904336|(DE-576)116598980|(DE-600)2180320-1	https://slovak.statistics.sk/PortalTraffic/fileServlet?Dokument=01bca917-3fe6-4430-9998-b18c5d2db337			
1767508875	c	2020	Crowdfunding monitoring Schweiz ...	2020		9783906877662						ger						(DE-627)861384784|(DE-576)470682558|(DE-600)2858959-2	https://blog.hslu.ch/retailbanking/files/2020/06/Crowdfunding-Monitor-Schweiz-2020.pdf			
1767508115	c	2020	This is Norway	2020		9788258711954						eng						(DE-627)1001169859|(DE-576)429350066|(DE-600)2909197-4	https://www.ssb.no/en/befolkning/artikler-og-publikasjoner/_attachment/435044?_ts=17550180990			
1767507909	c	2020	Norsk mediebarometer	2019		9788258711312					Oslo : Statistisk sentralbyrå	nor		Rettet	Statistiske analyser / Statistisk Sentralbyrå	(DE-627)825710316|(DE-576)433023201|(DE-600)2821762-7		(DE-627)1067793976|(DE-576)520291123|(DE-600)2966086-5	https://www.ssb.no/kultur-og-fritid/artikler-og-publikasjoner/_attachment/421056?_ts=172e54b5538			
1767506953	c	2020	IMD world talent ranking	2020								eng						(DE-627)1023173115|(DE-576)505488299|(DE-600)2930602-4	https://www.imd.org/globalassets/wcc/docs/release-2020/talent/imd_world_talent_ranking_2020.pdf			
176748318X	c	2020	Trade and assistance review	2018/19		9781740376969						eng						(DE-627)389868191|(DE-576)28125284X|(DE-600)2149403-4	https://www.pc.gov.au/research/ongoing/trade-assistance/2018-19/trade-assistance-review-2018-19.pdf			
1767374208	c	2020	Verkehrsstatistik	2019								ger						(DE-627)1002284554|(DE-576)494877960|(DE-600)2909913-4	http://www.statistik-austria.at/wcm/idc/idcplg?IdcService=GET_NATIVE_FILE&RevisionSelectionMethod=LatestReleased&dDocName=124830			
1767325126	c	2020	Forţa de muncă în Republica Moldova	2020								eng						(DE-627)823701085|(DE-576)429728468|(DE-600)2819013-0	https://statistica.gov.md/public/files/publicatii_electronice/Forta_de_munca/AFM_editia_2020.pdf|https://statistica.gov.md/public/files/publicatii_electronice/Forta_de_munca/AFM_editia_2020.zip 			
1767272855	c	2020	Jahresbericht ...	2020								ger						(DE-627)720272874|(DE-576)36946804X|(DE-600)2675184-7	https://www.dvfa.de/fileadmin/downloads/Publikationen/Jahresberichte/DVFA_Jahresbericht_2020.pdf			
1767270127	c	2020	Súpis hospodárskych zvierat k 31.12....	2020		9788081218446						slo						(DE-627)858980460|(DE-576)469484926|(DE-600)2855325-1	https://slovak.statistics.sk/PortalTraffic/fileServlet?Dokument=a49dd370-6ee3-4c8b-bdee-1f746c9008ee			
1767269056	c	2020	Hrubý obrat	2019		9788081217784						slo						(DE-627)858988208|(DE-576)469478039|(DE-600)2855298-2	https://slovak.statistics.sk/PortalTraffic/fileServlet?Dokument=ba3db7c7-dc4e-440c-b565-4483941fae82			
1767267754	c	2020	Vývoj zahraničného obchodu Slovenskej Republiky ...	2015/2019		9788081217777						slo|eng						(DE-627)755900154|(DE-576)391867601|(DE-600)2726931-0	https://slovak.statistics.sk/PortalTraffic/fileServlet?Dokument=578985ba-72e3-476c-b7d2-9ea202473c12			
1767257635	c	2020	Zahraničný obchod v Slovenskej Republike / Definitívne údaje	2019								slo|eng						(DE-627)538218983|(DE-576)281345457|(DE-600)2378766-1	https://slovak.statistics.sk/PortalTraffic/fileServlet?Dokument=7c9a8373-8c97-48aa-9bb3-5bd77900f119			
176725704X	c	2020	Ročenka vedy a techniky v Slovenskej Republike	2020		9788081217760						slo|eng						(DE-627)559427522|(DE-576)277981573|(DE-600)2412481-3	https://slovak.statistics.sk/PortalTraffic/fileServlet?Dokument=759b6214-47d7-4eee-8d5b-73fec67c0278			
176724567X	c	2020	Sociálna ochrana v Slovenskej republike v roku ...	2018		9788081217678						slo|eng						(DE-627)898468574|(DE-576)49378456X|(DE-600)2906483-1	https://slovak.statistics.sk/PortalTraffic/fileServlet?Dokument=f4af4377-9b7b-433d-aea0-faa964b6639d			
1767122071	c	2020	Statistik der Landwirtschaft	2019		9783903264595						ger						(DE-627)1002669006|(DE-576)494974575|(DE-600)2910251-0	https://www.statistik.at/wcm/idc/idcplg?IdcService=GET_NATIVE_FILE&RevisionSelectionMethod=LatestReleased&dDocName=124848			
1767121059	c	2020	Kraftfahrzeuge - Bestand	2020								ger						(DE-627)868999156|(DE-576)477458122|(DE-600)2869484-3	http://www.statistik.at/wcm/idc/idcplg?IdcService=GET_PDF_FILE&RevisionSelectionMethod=LatestReleased&dDocName=125434			
1767116403	c	2020	IKT-Einsatz in Haushalten	2019		9783903264113						ger						(DE-627)661264572|(DE-576)345581741|(DE-600)2611019-2	http://www.statistik.at/wcm/idc/idcplg?IdcService=GET_NATIVE_FILE&RevisionSelectionMethod=LatestReleased&dDocName=124422			
1766162940	c	2020	Energetika	2019		9788081217708						slo|eng						(DE-627)481905685|(DE-576)116599219|(DE-600)2180553-2	https://slovak.statistics.sk/PortalTraffic/fileServlet?Dokument=851669c3-9e21-4264-a384-372959d866ee			
1766159672	c	2020	Statistik der Lohnsteuer	2019								ger						(DE-627)687557089|(DE-576)360031773|(DE-600)2652788-1	http://www.statistik.at/wcm/idc/idcplg?IdcService=GET_NATIVE_FILE&RevisionSelectionMethod=LatestReleased&dDocName=124883			
1765995035	c	2020	Gebarungsübersichten	2019 (2020)		9783903264632						ger						(DE-627)798154004|(DE-576)415241057|(DE-600)2786838-2	http://www.statistik.at/wcm/idc/idcplg?IdcService=GET_NATIVE_FILE&RevisionSelectionMethod=LatestReleased&dDocName=124942			
1765993113	c	2020	Demographisches Jahrbuch	2019 (2020)		9783903264625						ger						(DE-627)658007262|(DE-576)343626918|(DE-600)2607596-9	http://www.statistik.at/wcm/idc/idcplg?IdcService=GET_NATIVE_FILE&RevisionSelectionMethod=LatestReleased&dDocName=125036			
1765992184	c	2020	Konjunkturstatistik im produzierenden Bereich	2019 (2020)		9783903264694						ger						(DE-627)821522620|(DE-576)428516106|(DE-600)2816288-2	https://www.statistik.at/wcm/idc/idcplg?IdcService=GET_NATIVE_FILE&RevisionSelectionMethod=LatestReleased&dDocName=125080			
1765991714	c	2020	Konjunkturstatistik im produzierenden Bereich	2018 (2020)		9783903264410						ger						(DE-627)821522620|(DE-576)428516106|(DE-600)2816288-2	https://www.statistik.at/wcm/idc/idcplg?IdcService=GET_NATIVE_FILE&RevisionSelectionMethod=LatestReleased&dDocName=122774			
1765966124	b	2020	Capital adequacy and financial performance of deposit money banks with international authorization in Nigeria				Aliyu, Almustapha A.	Abdullyhi, Nuruddeen Abba|Bakare, Taophic Olarewaju				eng					Accounting and taxation review	(DE-627)1684903025|(DE-600)3002831-0	https://www.atreview.org/admin/12389900798187/ATR%204(4)%2078-91(2)%20PDF.pdf			
1765964792	b	2020	Taxation and Small Business; Challenges and Prospects in Nigeria				Ajibade, T. I.	Ayodele, O.|Joseph, O.|Adeniji, S. O.				eng					Accounting and taxation review	(DE-627)1684903025|(DE-600)3002831-0	https://www.atreview.org/admin/12389900798187/ATR%204(4)%2067-77%20PDF.pdf			
1765962331	b	2020	Challenges of women entrepreneurship in Bayelsa State				Opigo, Helen E.					eng					Accounting and taxation review	(DE-627)1684903025|(DE-600)3002831-0	https://www.atreview.org/admin/12389900798187/ATR%204(4)%2054-66%20PDF.pdf			
1765961491	b	2020	Tax revenue and economic growth in Nigeria : evidence from Nigeria				Eze, Emmanuel	Onyedikachi, John O.				eng					Accounting and taxation review	(DE-627)1684903025|(DE-600)3002831-0	https://www.atreview.org/admin/12389900798187/ATR%204(4)%2044-53%20word.pdf			
1765960649	b	2020	Financial Statement Analyses and Investment Decision of Nigerian Banks				Sanyaolu, Wasiu Abiodun	Odunayo, Jimoh|Akintan, I. O.|Ogunmefun, Gbadebo Tirimisiyu				eng					Accounting and taxation review	(DE-627)1684903025|(DE-600)3002831-0	https://www.atreview.org/admin/12389900798187/ATR%204(4)%2032-43(1)PDF.pdf			
1765959071	b	2020	The truism of the true and fair view of auditors report				Ibhadode, Okhae J.					eng					Accounting and taxation review	(DE-627)1684903025|(DE-600)3002831-0	https://www.atreview.org/admin/12389900798187/ATR%204(4)%2017-31%20PDF.pdf			
1765958377	c	2020	Statistik der Umsatzsteuer	2017 (2020)		9783903264434						ger						(DE-627)523571305|(DE-576)281331642|(DE-600)2267079-8	https://www.statistik.at/wcm/idc/idcplg?IdcService=GET_NATIVE_FILE&RevisionSelectionMethod=LatestReleased&dDocName=122777			
176593625X	b	2020	Issues in redistributive expenditure management and income inequality in Nigeria				Okafor, Chinwuba Ambrose	Ilaboya, Ofuan.James|Usman, Timothy Onechojon				eng					Accounting and taxation review	(DE-627)1684903025|(DE-600)3002831-0	https://www.atreview.org/admin/12389900798187/ATR%204(4)%201-16(1)%20(1)%20PDF.pdf			
176538074X	m	2020	Amendments to state budget of Azerbaijan for 2020: reasons and expectations				Gasimova, Narmina	İslamlı, Nigar			Baku, Azerbaijan : CESD Press, Center for Economic and Social Development (CESD)	eng				(DE-627)1740222571			https://cesd.az/new/wp-content/uploads/2020/08/Amendments_State_Budget_2020_Azerbaijan.pdf			
176538060X	m	2020	A preliminary assessment of the impact of the COVID-19 pandemic on Azerbaijani economy								Baku, Azerbaijan : CESD Press, Center for Economic and Social Development (CESD)	eng				(DE-627)1740222571			https://cesd.az/new/wp-content/uploads/2020/08/Impact-of-COVID-19-on-Economy-CESD-Paper.pdf			
1765380502	m	2020	2021 state budget of Azerbaijan: independent view				Gasimova, Narmina				Baku, Azerbaijan : CESD Press, Center for Economic and Social Development (CESD)	eng				(DE-627)1740222571			https://cesd.az/new/wp-content/uploads/2020/12/CESD_Publication_State_Budget_Azerbaijan_2021.pdf			
1771693568	m	2019	Nachhaltige Entwicklung braucht Steuern : Deutsche Doppelbesteuerungsabkommen im Kohärenzcheck			9783962504205	Grossmann, Lisa	Obenland, Wolfgang			Berlin, Germany : Friedrich-Ebert-Stiftung, Globale Politik und Entwicklung	ger			Wirtschaft und Finanzen	(DE-627)176098941X			https://www.globalpolicy.org/sites/default/files/15869.pdf			
176799253X	c	2019	Die deutsche Lebensversicherung in Zahlen	2019								ger						(DE-627)550217177|(DE-576)281359296|(DE-600)2396646-4	https://www.gdv.de/resource/blob/49582/83323faa82e7dd8d5185178f4e1a07e1/lebensversicherung-in-zahlen-2019---download-data.pdf			
1767896530	c	2019	KfW-Gründungsmonitor	2019 ; Gründungstätigkeit in Deutschland stabilisiert sich : Zwischenhalt oder Ende der Talfahrt?								ger						(DE-627)500021848|(DE-576)254902421|(DE-600)2203000-1	https://www.kfw.de/PDF/Download-Center/Konzernthemen/Research/PDF-Dokumente-Gr%C3%BCndungsmonitor/KfW-Gruendungsmonitor-2019.pdf|https://www.kfw.de/PDF/Download-Center/Konzernthemen/Research/PDF-Dokumente-Gr%C3%BCndungsmonitor/KfW-Gruendungsmonitor-2019-Tabellenband.pdf 			
1767642938	c	2019	Kulturstatistikk	2018		9788258710292					Oslo-Kongsvinger : Statistisk sentralbyrå	nor|eng			Statistiske analyser / Statistisk Sentralbyrå	(DE-627)825710316|(DE-576)433023201|(DE-600)2821762-7		(DE-627)528359436|(DE-576)264426134|(DE-600)2279949-7	https://www.ssb.no/kultur-og-fritid/artikler-og-publikasjoner/_attachment/406670?_ts=17039b1d668			
1767630611	c	2019	Fakten, Daten, Zahlen	2019								ger						(DE-627)1743793790|(DE-600)3049481-3	https://www.handelskammer-bremen.de/blueprint/servlet/resource/blob/4839194/4687a38d533ea10b44f75af2daedfb4e/statistischer-jahresbericht-2019-data.pdf			
1767621515	c	2019	Jahresbericht ...	2019								ger						(DE-627)890117411|(DE-576)489652166|(DE-600)2896735-5	https://www.test.de/filestore/5616521_jahresbericht2019.pdf?path=/protected/b6/41/deabc471-8019-4c65-9385-1347ee2e9bcf-protectedfile.pdf&key=65344C6EF19291572FE42C28795C58F588898CAD			
1767620810	c	2019	Auslandsinvestitionen in der Industrie	2019								ger						(DE-627)1018128743|(DE-576)501856390|(DE-600)2926048-6	https://www.dihk.de/resource/blob/3378/eb294c82f26e69f81572acaa39e2d2f8/auslandsinvestitionen-2019-data.pdf			
1767530668	c	2019	Financial stability report	2019								eng						(DE-627)59313639X|(DE-576)303816325|(DE-600)2481764-8	https://www.cbbh.ba/content/DownloadAttachment/?id=8fae48ed-f524-4b05-a3d3-fb6972fe5b96&langTag=en			
176752658X	c	2019	Anuarul statistic al Republicii Moldova	2019		9789975539289						rum|rus|eng						(DE-627)82309202X|(DE-576)429407890|(DE-600)2818343-5	https://statistica.gov.md/public/files/publicatii_electronice/Anuar_Statistic/2020/Anuar_statistic_2019.zip			
176752157X	c	2019	Statistik der Körperschaftsteuer	2015		9783903264304						ger						(DE-627)737231513|(DE-576)379730499|(DE-600)2705296-5	http://www.statistik.at/wcm/idc/idcplg?IdcService=GET_NATIVE_FILE&RevisionSelectionMethod=LatestReleased&dDocName=122091			
1767506805	c	2019	IMD world talent ranking	2019								eng						(DE-627)1023173115|(DE-576)505488299|(DE-600)2930602-4	https://www.imd.org/contentassets/4858dca6cb3742119ee063f0d052fffa/imd_world_talent_ranking.pdf			
1767116101	c	2019	IKT-Einsatz in Haushalten	2018		9783903264113						ger						(DE-627)661264572|(DE-576)345581741|(DE-600)2611019-2	http://www.statistik.at/wcm/idc/idcplg?IdcService=GET_NATIVE_FILE&RevisionSelectionMethod=LatestReleased&dDocName=120707			
